title,condition,price,sold_date,num_bids,buy_it_now,best_offer
New Oakley SI Ballistic M Frame 2.0 Strike Safety Shooting Glasses Kit - 11-138,Brand New,$79.99,"Sold  Sep 13, 2023Sold Item",,Yes,No
[OO9047-01] Mens Oakley Standard Issue M-Frame Z87.1 EN166 Sunglasses,Brand New,$99.99,"Sold  Sep 13, 2023Sold Item",,Yes,No
"Vtg 90s Oakley M Frame Sunglasses Camo, 2 Strike Lenses (Black, Brown) Case READ",Pre-Owned,$189.00,"Sold  Sep 13, 2023Sold Item",,Yes,No
"Oakley Pro M Hingeless Yellow Frame Orange, Clear, Smoked Lenses and Case VNTG",Pre-Owned,$79.00,"Sold  Sep 13, 2023Sold Item",4 bids,No,No
USGI Oakley Sunglasses S.I Ballistic M Frames 2.0 Glasses With Case,New (Other),$85.00,"Sold  Sep 12, 2023Sold Item",,Yes,No
M Frames 2.0 Oakley Matte Black Sunglasses Frames Only!  (No Earsocks),Pre-Owned,$52.00,"Sold  Sep 12, 2023Sold Item",,Yes,No
Oakley M Frame VR28 Iridium Vented Strike Lens - MINT,Pre-Owned,$59.99,"Sold  Sep 12, 2023Sold Item",,No,Yes
Oakley M Frame Sunglasses 2 Pair,Pre-Owned,$44.99,"Sold  Sep 12, 2023Sold Item",,Yes,No
New Oakley Earsocks For Racing Split  Jacket Jawbone OO9099 OEM Black,Brand New,$25.00,"Sold  Sep 12, 2023Sold Item",,Yes,No
Oakley SI Ballistic M Frame 2.0 Strike II,Brand New,$80.00,"Sold  Sep 12, 2023Sold Item",,Yes,No
90's Vintage - Oakley Pro M Frame Sunglasses,Pre-Owned,$76.00,"Sold  Sep 12, 2023Sold Item",14 bids,No,No
Shop on eBay,Brand New,$20.00,,,Yes,No
OO9213-03 Mens Oakley Industrial M-Frame 2.0 Sunglasses,Pre-Owned,$69.99,"Sold  Sep 12, 2023Sold Item",,Yes,No
